period,stateid,stateDescription,sectorid,sectorName,customers,price,sales,customers-units,price-units,sales-units
2020,WV,West Virginia,RES,residential,862279,11.8,10877.499,number of customers,cents per kilowatt-hour,million kilowatt hours
2020,IL,Illinois,RES,residential,5339610,13.04,46170.538,number of customers,cents per kilowatt-hour,million kilowatt hours
2020,LA,Louisiana,RES,residential,2112928,9.67,30440.74601,number of customers,cents per kilowatt-hour,million kilowatt hours
2020,KY,Kentucky,RES,residential,2013910,10.87,25935.09601,number of customers,cents per kilowatt-hour,million kilowatt hours
2020,KS,Kansas,RES,residential,1282532,12.85,13592.444,number of customers,cents per kilowatt-hour,million kilowatt hours
2020,IA,Iowa,RES,residential,1403386,12.46,14567.48298,number of customers,cents per kilowatt-hour,million kilowatt hours
2020,IN,Indiana,RES,residential,2920266,12.83,32878.35501,number of customers,cents per kilowatt-hour,million kilowatt hours
2020,ME,Maine,RES,residential,717559,16.81,4905.263,number of customers,cents per kilowatt-hour,million kilowatt hours
2020,AR,Arkansas,RES,residential,1413490,10.41,17980.20601,number of customers,cents per kilowatt-hour,million kilowatt hours
2020,AZ,Arizona,RES,residential,2896339,12.27,38707.41601,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,ME,Maine,RES,residential,710869,17.89,4793.80901,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,VA,Virginia,RES,residential,3464677,12.07,46666.163,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,VT,Vermont,RES,residential,316180,17.71,2081.545,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,UT,Utah,RES,residential,1116145,10.4,9739.52499,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,TX,Texas,RES,residential,11366639,11.76,155481.34201,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,TN,Tennessee,RES,residential,2914916,10.87,42573.18301,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,SD,South Dakota,RES,residential,403717,11.55,5057.032,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,SC,South Carolina,RES,residential,2330903,12.99,31159.957,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,RI,Rhode Island,RES,residential,444216,21.73,2983.012,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,PA,Pennsylvania,RES,residential,5418870,13.8,54396.18199,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,AK,Alaska,RES,residential,289290,22.92,1928.20802,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,AL,Alabama,RES,residential,2249425,12.53,32415.646,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,CA,California,RES,residential,13707126,19.15,87523.98701,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,AR,Arkansas,RES,residential,1396870,9.8,18732.31599,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,AZ,Arizona,RES,residential,2853183,12.43,34720.05001,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,WY,Wyoming,RES,residential,274881,11.18,2849.37801,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,WI,Wisconsin,RES,residential,2720287,14.18,21995.36,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,WV,West Virginia,RES,residential,857666,11.25,11153.219,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,WA,Washington,RES,residential,3126192,9.71,36512.424,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,LA,Louisiana,RES,residential,2095466,9.8,30986.02401,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,KY,Kentucky,RES,residential,1991137,10.8,26573.076,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,KS,Kansas,RES,residential,1274955,12.71,13630.66099,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,IA,Iowa,RES,residential,1392979,12.46,14494.82101,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,IN,Indiana,RES,residential,2887031,12.58,33249.23401,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,IL,Illinois,RES,residential,5314522,13.03,45220.25799,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,ID,Idaho,RES,residential,763841,9.89,8696.843,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,HI,Hawaii,RES,residential,438352,32.06,2759.77401,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,GA,Georgia,RES,residential,4411521,11.76,59331.49099,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,FL,Florida,RES,residential,9565846,11.7,127181.55101,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,DC,District of Columbia,RES,residential,282277,12.98,2546.92,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,DE,Delaware,RES,residential,439167,12.55,5004.131,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,CT,Connecticut,RES,residential,1510966,21.87,12493.55,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,CO,Colorado,RES,residential,2370164,12.18,19404.743,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,OR,Oregon,RES,residential,1763783,11.01,19286.182,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,OK,Oklahoma,RES,residential,1777156,10.21,23805.972,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,OH,Ohio,RES,residential,4980931,12.38,52226.09701,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,ND,North Dakota,RES,residential,385038,10.3,5125.431,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,NC,North Carolina,RES,residential,4620856,11.42,59852.793,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,NY,New York,RES,residential,7235400,17.94,50141.00301,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,NM,New Mexico,RES,residential,895086,12.51,6871.561,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,NJ,New Jersey,RES,residential,3596834,15.85,28612.555,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,NH,New Hampshire,RES,residential,627257,20.05,4506.83,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,NV,Nevada,RES,residential,1204996,12,12867.637,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,NE,Nebraska,RES,residential,855619,10.77,10307.90498,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,MT,Montana,RES,residential,516052,11.13,5308.103,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,MO,Missouri,RES,residential,2811863,11.14,35691.42598,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,MS,Mississippi,RES,residential,1293419,11.27,18717.85801,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,MN,Minnesota,RES,residential,2446111,13.04,22288.152,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,MI,Michigan,RES,residential,4384305,15.74,33495.725,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,MA,Massachusetts,RES,residential,2802099,21.92,19314.571,number of customers,cents per kilowatt-hour,million kilowatt hours
2019,MD,Maryland,RES,residential,2352535,13.12,27533.69299,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,KS,Kansas,RES,residential,1266044,13.35,14187.19201,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,WY,Wyoming,RES,residential,272427,11.29,2748.356,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,WI,Wisconsin,RES,residential,2700245,14.02,22441.335,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,WV,West Virginia,RES,residential,859039,11.18,11679.455,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,WA,Washington,RES,residential,3076868,9.75,35338.97799,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,VA,Virginia,RES,residential,3431574,11.73,47962.60602,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,CT,Connecticut,RES,residential,1503701,21.2,13061.372,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,AL,Alabama,RES,residential,2229472,12.18,33080.38001,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,VT,Vermont,RES,residential,315138,18.02,2116.045,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,UT,Utah,RES,residential,1091162,10.41,9714.50701,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,TX,Texas,RES,residential,11148784,11.2,157267.91301,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,TN,Tennessee,RES,residential,2882992,10.71,44381.95701,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,SD,South Dakota,RES,residential,400150,11.59,5018.36,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,SC,South Carolina,RES,residential,2290200,12.44,31852.419,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,RI,Rhode Island,RES,residential,442005,20.55,3124.168,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,GA,Georgia,RES,residential,4354021,11.47,59689.10598,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,FL,Florida,RES,residential,9423022,11.54,125528.047,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,DC,District of Columbia,RES,residential,274613,12.84,2592.242,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,ID,Idaho,RES,residential,743567,10.15,8427.57799,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,HI,Hawaii,RES,residential,436266,32.47,2710.698,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,DE,Delaware,RES,residential,432449,12.53,5070.175,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,AR,Arkansas,RES,residential,1388358,9.81,19259.20399,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,AZ,Arizona,RES,residential,2808352,12.77,34660.297,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,AK,Alaska,RES,residential,287526,21.94,1974.90599,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,CO,Colorado,RES,residential,2326976,12.15,19286.95201,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,CA,California,RES,residential,13591152,18.84,89099.98498,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,MI,Michigan,RES,residential,4365529,15.45,35131.42201,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,MA,Massachusetts,RES,residential,2784243,21.61,20284.67401,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,MD,Maryland,RES,residential,2332517,13.3,28138.474,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,ME,Maine,RES,residential,709848,16.84,4872.001,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,LA,Louisiana,RES,residential,2085055,9.59,32065.538,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,KY,Kentucky,RES,residential,1980209,10.6,27712.72198,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,MS,Mississippi,RES,residential,1290281,11.12,19310.52699,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,PA,Pennsylvania,RES,residential,5390428,13.89,55896.453,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,OR,Oregon,RES,residential,1750240,10.98,18930.583,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,OK,Oklahoma,RES,residential,1764980,10.3,24116.80799,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,OH,Ohio,RES,residential,4964855,12.56,54451.71399,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,ND,North Dakota,RES,residential,382596,10.25,5133.171,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,MN,Minnesota,RES,residential,2420325,13.14,22837.14002,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,NC,North Carolina,RES,residential,4550420,11.09,61622.45401,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,NY,New York,RES,residential,7190906,18.52,52153.24599,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,NM,New Mexico,RES,residential,889841,12.68,6826.442,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,NJ,New Jersey,RES,residential,3568044,15.41,29530.689,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,NH,New Hampshire,RES,residential,622671,19.69,4641.01299,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,NV,Nevada,RES,residential,1183660,11.85,13449.743,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,NE,Nebraska,RES,residential,849898,10.7,10412.008,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,MT,Montana,RES,residential,509526,10.96,5197.68599,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,MO,Missouri,RES,residential,2792459,11.34,37463.39001,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,IA,Iowa,RES,residential,1385756,12.24,14840.34901,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,IN,Indiana,RES,residential,2863358,12.26,34574.66399,number of customers,cents per kilowatt-hour,million kilowatt hours
2018,IL,Illinois,RES,residential,5289573,12.77,47225.915,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,DC,District of Columbia,RES,residential,267448,12.94,2394.652,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,CA,California,RES,residential,13548295,18.31,90123.505,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,AR,Arkansas,RES,residential,1380157,10.28,17026.779,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,TN,Tennessee,RES,residential,2847696,10.72,39292.52799,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,SD,South Dakota,RES,residential,396564,11.77,4652.89,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,SC,South Carolina,RES,residential,2251558,13.02,29224.97099,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,RI,Rhode Island,RES,residential,437124,18.32,3028.267,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,PA,Pennsylvania,RES,residential,5356693,14.23,51724.49799,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,OR,Oregon,RES,residential,1725884,10.66,20065.93001,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,OK,Oklahoma,RES,residential,1751034,10.61,21837.596,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,AL,Alabama,RES,residential,2213592,12.55,30181.04502,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,OH,Ohio,RES,residential,4936471,12.63,49795.54001,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,ND,North Dakota,RES,residential,380101,10.29,4848.305,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,NC,North Carolina,RES,residential,4488039,10.94,56133.96001,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,VA,Virginia,RES,residential,3398529,11.55,43982.44001,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,VT,Vermont,RES,residential,313670,17.68,2023.424,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,UT,Utah,RES,residential,1063292,10.95,9510.78301,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,TX,Texas,RES,residential,10809494,11.01,144242.13103,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,NY,New York,RES,residential,7144413,18.03,49080.75702,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,NM,New Mexico,RES,residential,880867,12.88,6497.20699,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,NJ,New Jersey,RES,residential,3536087,15.65,27761.87899,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,NH,New Hampshire,RES,residential,618356,19.2,4441.497,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,NV,Nevada,RES,residential,1263101,11.99,12936.791,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,NE,Nebraska,RES,residential,841965,10.97,9667.99,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,MT,Montana,RES,residential,503313,10.95,5224.58802,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,MO,Missouri,RES,residential,2771123,11.63,33051.07999,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,MS,Mississippi,RES,residential,1284578,11.08,17444.01601,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,MN,Minnesota,RES,residential,2403168,13.04,21573.80001,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,WY,Wyoming,RES,residential,270576,11.37,2772.371,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,WI,Wisconsin,RES,residential,2681341,14.35,21233.15399,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,WV,West Virginia,RES,residential,858961,11.63,10573.46301,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,WA,Washington,RES,residential,3037674,9.66,37282.901,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,MI,Michigan,RES,residential,4344321,15.4,32977.374,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,DE,Delaware,RES,residential,426071,13.35,4662.598,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,CT,Connecticut,RES,residential,1495577,20.29,12379.52,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,CO,Colorado,RES,residential,2288358,12.17,18614.99999,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,AZ,Arizona,RES,residential,2764355,12.44,34251.22,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,AK,Alaska,RES,residential,285697,21.27,2060.34901,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,MA,Massachusetts,RES,residential,2766154,20.06,19337.799,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,MD,Maryland,RES,residential,2313189,13.96,26084.176,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,ME,Maine,RES,residential,707792,15.97,4638.535,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,LA,Louisiana,RES,residential,2073615,9.74,29531.96,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,KY,Kentucky,RES,residential,1971002,10.85,24882.58198,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,KS,Kansas,RES,residential,1259226,13.31,13013.42199,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,IA,Iowa,RES,residential,1375599,12.34,13721.86899,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,IN,Indiana,RES,residential,2834090,12.29,31551.55801,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,IL,Illinois,RES,residential,5264333,12.95,43717.39101,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,ID,Idaho,RES,residential,727568,10.04,8727.901,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,HI,Hawaii,RES,residential,432952,29.5,2629.67901,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,GA,Georgia,RES,residential,4296977,11.9,54771.44901,number of customers,cents per kilowatt-hour,million kilowatt hours
2017,FL,Florida,RES,residential,9291707,11.61,121462.62201,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,MO,Missouri,RES,residential,2751460,11.21,34354.932,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,AR,Arkansas,RES,residential,1368867,9.92,17784.23301,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,AZ,Arizona,RES,residential,2725510,12.15,33690.78301,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,MS,Mississippi,RES,residential,1278616,10.47,18458.928,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,MN,Minnesota,RES,residential,2378681,12.67,21803.79099,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,WY,Wyoming,RES,residential,269647,11.13,2751.073,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,WI,Wisconsin,RES,residential,2662284,14.07,21814.24899,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,WV,West Virginia,RES,residential,860375,11.44,11375.581,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,WA,Washington,RES,residential,2985799,9.48,34211.748,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,VA,Virginia,RES,residential,3362985,11.36,45186.057,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,VT,Vermont,RES,residential,312239,17.37,2056.402,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,UT,Utah,RES,residential,1041823,11.02,9370.65604,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,TX,Texas,RES,residential,10521732,10.99,145973.18092,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,TN,Tennessee,RES,residential,2812287,10.41,41773.88801,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,SD,South Dakota,RES,residential,392187,11.47,4618.72401,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,AK,Alaska,RES,residential,283260,20.3,2006.39202,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,AL,Alabama,RES,residential,2200574,11.99,32055.54599,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,MI,Michigan,RES,residential,4311008,15.22,34543.262,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,MA,Massachusetts,RES,residential,2740865,19,19692.89599,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,MD,Maryland,RES,residential,2288301,14.23,27316.87102,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,ME,Maine,RES,residential,699321,15.83,4585.82499,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,LA,Louisiana,RES,residential,2059699,9.34,30650.067,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,KY,Kentucky,RES,residential,1957188,10.49,26338.43699,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,KS,Kansas,RES,residential,1252846,13.06,13509.235,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,IA,Iowa,RES,residential,1358902,11.94,14093.67801,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,IN,Indiana,RES,residential,2821546,11.79,33025.95499,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,IL,Illinois,RES,residential,5231541,12.54,45990.052,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,ID,Idaho,RES,residential,714365,9.95,8172.02199,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,HI,Hawaii,RES,residential,430941,27.47,2611.727,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,GA,Georgia,RES,residential,4240421,11.5,57889.37899,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,FL,Florida,RES,residential,9149214,10.98,123320.547,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,DC,District of Columbia,RES,residential,259392,12.29,2501.892,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,DE,Delaware,RES,residential,419234,13.42,4763.106,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,CT,Connecticut,RES,residential,1486741,20.01,12676.983,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,CO,Colorado,RES,residential,2260068,12.07,18833.722,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,CA,California,RES,residential,13445133,17.39,88311.06899,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,SC,South Carolina,RES,residential,2209783,12.65,30615.59599,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,RI,Rhode Island,RES,residential,438507,18.62,3081.56201,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,PA,Pennsylvania,RES,residential,5335555,13.86,53877.12999,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,OR,Oregon,RES,residential,1706622,10.66,18573.242,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,OK,Oklahoma,RES,residential,1736819,10.2,22789.71499,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,OH,Ohio,RES,residential,4911597,12.47,52524.14102,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,ND,North Dakota,RES,residential,377739,10.16,4741.298,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,NC,North Carolina,RES,residential,4423532,11.03,58456.809,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,NY,New York,RES,residential,7118901,17.58,50831.28701,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,NM,New Mexico,RES,residential,876921,12.03,6642.51101,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,NJ,New Jersey,RES,residential,3510141,15.72,29090.726,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,NH,New Hampshire,RES,residential,612716,18.38,4438.407,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,NV,Nevada,RES,residential,1143667,11.41,12691.94201,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,NE,Nebraska,RES,residential,834038,10.84,9738.35101,number of customers,cents per kilowatt-hour,million kilowatt hours
2016,MT,Montana,RES,residential,497170,10.94,4852.547,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,VA,Virginia,RES,residential,,11.37,45928.411,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,CO,Colorado,RES,residential,,12.12,18384.93601,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,CA,California,RES,residential,,16.99,89386.373,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,MS,Mississippi,RES,residential,,11.27,18561.101,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,MN,Minnesota,RES,residential,,12.12,21713.96995,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,MI,Michigan,RES,residential,,14.42,33357.87601,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,MA,Massachusetts,RES,residential,,19.83,20175.317,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,MD,Maryland,RES,residential,,13.82,27403.33601,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,ME,Maine,RES,residential,,15.61,4662.301,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,LA,Louisiana,RES,residential,,9.33,31545.313,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,WY,Wyoming,RES,residential,,10.97,2676.702,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,UT,Utah,RES,residential,,10.88,9117.15299,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,TX,Texas,RES,residential,,11.56,145651.91301,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,TN,Tennessee,RES,residential,,10.3,41667.41099,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,SD,South Dakota,RES,residential,,11.08,4571.325,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,SC,South Carolina,RES,residential,,12.57,30059.188,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,NC,North Carolina,RES,residential,,11.28,57901.55699,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,DC,District of Columbia,RES,residential,,12.99,2497.559,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,VT,Vermont,RES,residential,,17.09,2088.94,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,DE,Delaware,RES,residential,,13.42,4848.998,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,CT,Connecticut,RES,residential,,20.94,12892.862,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,FL,Florida,RES,residential,,11.58,122759.47199,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,RI,Rhode Island,RES,residential,,19.29,3135.506,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,PA,Pennsylvania,RES,residential,,13.64,54418.663,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,OR,Oregon,RES,residential,,10.66,18269.00699,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,OK,Oklahoma,RES,residential,,10.14,22615.82399,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,OH,Ohio,RES,residential,,12.8,51492.95398,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,AZ,Arizona,RES,residential,,12.13,33167.205,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,AK,Alaska,RES,residential,,19.83,2044.18401,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,IN,Indiana,RES,residential,,11.57,32441.69301,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,NY,New York,RES,residential,,18.54,51012.74501,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,NM,New Mexico,RES,residential,,12.47,6641.72401,number of customers,cents per kilowatt-hour,million kilowatt hours
2015,NJ,New Jersey,RES,residential,,15.81,29142.283,number of customers,cents per kilowatt-hour,million kilowatt hours
